9,0.0009961128234863281,0.007997989654541016
19,0.004998445510864258,0.16794562339782715
29,0.004997968673706055,0.5818130970001221
39,0.006997585296630859,1.3635616302490234
49,0.011995077133178711,2.6301560401916504
59,0.017994403839111328,6.833804130554199
69,0.03298759460449219,8.096399307250977
79,0.09396982192993164,9.888823747634888
89,0.042986392974853516,18.321115732192993
99,0.10796570777893066,25.61877202987671
109,0.06198000907897949,27.03431725502014
119,0.13495612144470215,41.44768810272217
129,0.15395021438598633,59.475898027420044
139,0.1729447841644287,83.55016660690308
149,0.22192764282226562,87.99474668502808
159,0.21293187141418457,133.30324625968933
169,0.3528869152069092,157.6943542957306
179,0.2969028949737549,180.15813994407654
199,0.4018707275390625,229.05843567848206
219,0.503838062286377,259.5146541595459
239,0.5908157825469971,430.98458456993103
259,0.8477287292480469,479.96485352516174
269,0.8207359313964844,620.4777278900146
